gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
Rv0284	CCP43014	CCP43014	P9WNA9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0285	CCP43015	CCP43015	L7N695	Uniprot/SPTREMBL	NONE	100	100	-
Rv0286	CCP43016	CCP43016	P9WI43	Uniprot/SWISSPROT	NONE	100	100	-
Rv0287	CCP43017	CCP43017	O53692	Uniprot/SWISSPROT	NONE	100	100	-
Rv0288	CCP43018	CCP43018	P9WNK3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0289	CCP43019	CCP43019	P9WJC7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0290	CCP43020	CCP43020	P9WNQ3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0291	CCP43021	CCP43021	O53695	Uniprot/SPTREMBL	NONE	100	100	-
Rv0292	CCP43022	CCP43022	P9WJE5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0293c	CCP43023	CCP43023	O53697	Uniprot/SPTREMBL	NONE	100	100	-
Rv0294	CCP43024	CCP43024	P9WGA3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0295c	CCP43025	CCP43025	O53699	Uniprot/SWISSPROT	NONE	100	100	-
Rv0296c	CCP43026	CCP43026	Q6MX51	Uniprot/SPTREMBL	NONE	100	100	-
Rv0297	CCP43027	CCP43027	Q6MX50	Uniprot/SPTREMBL	NONE	100	100	-
Rv0298	CCP43028	CCP43028	P9WJ09	Uniprot/SWISSPROT	NONE	100	100	-
Rv0299	CCP43029	CCP43029	O07226	Uniprot/SWISSPROT	NONE	100	100	-
Rv0300	CCP43030	CCP43030	O07227	Uniprot/SWISSPROT	NONE	100	100	-
Rv0301	CCP43031	CCP43031	P9WFB9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0302	CCP43032	CCP43032	O07229	Uniprot/SPTREMBL	NONE	100	100	-
Rv0303	CCP43033	CCP43033	O07230	Uniprot/SPTREMBL	NONE	100	100	-
Rv0304c	CCP43034	CCP43034	Q6MX49	Uniprot/SPTREMBL	NONE	100	100	-
Rv0305c	CCP43035	CCP43035	Q6MX48	Uniprot/SPTREMBL	NONE	100	100	-
Rv0306	CCP43036	CCP43036	O07233	Uniprot/SPTREMBL	NONE	100	100	-
Rv0307c	CCP43037	CCP43037	O07234	Uniprot/SPTREMBL	NONE	100	100	-
Rv0308	CCP43038	CCP43038	O07235	Uniprot/SPTREMBL	NONE	100	100	-
Rv0309	CCP43039	CCP43039	O07236	Uniprot/SPTREMBL	NONE	100	100	-
Rv0310c	CCP43040	CCP43040	O07237	Uniprot/SPTREMBL	NONE	100	100	-
Rv0311	CCP43041	CCP43041	O07238	Uniprot/SPTREMBL	NONE	100	100	-
Rv0312	CCP43042	CCP43042	O07239	Uniprot/SPTREMBL	NONE	100	100	-
Rv0313	CCP43043	CCP43043	P9WL03	Uniprot/SWISSPROT	NONE	100	100	-
Rv0314c	CCP43044	CCP43044	O07241	Uniprot/SPTREMBL	NONE	100	100	-
Rv0315	CCP43045	CCP43045	O07242	Uniprot/SPTREMBL	NONE	100	100	-
Rv0316	CCP43046	CCP43046	O07243	Uniprot/SPTREMBL	NONE	100	100	-
Rv0317c	CCP43047	CCP43047	O07244	Uniprot/SPTREMBL	NONE	100	100	-
Rv0318c	CCP43048	CCP43048	Q6MX47	Uniprot/SPTREMBL	NONE	100	100	-
Rv0319	CCP43049	CCP43049	P9WIJ5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0320	CCP43050	CCP43050	O07246	Uniprot/SPTREMBL	NONE	100	100	-
Rv0321	CCP43051	CCP43051	P9WP17	Uniprot/SWISSPROT	NONE	100	100	-
Rv0322	CCP43052	CCP43052	O07248	Uniprot/SPTREMBL	NONE	100	100	-
Rv0323c	CCP43053	CCP43053	L0T643	Uniprot/SPTREMBL	NONE	100	100	-
Rv0324	CCP43054	CCP43054	O08446	Uniprot/SPTREMBL	NONE	100	100	-
Rv0325	CCP43055	CCP43055	O07250	Uniprot/SPTREMBL	NONE	100	100	-
Rv0326	CCP43056	CCP43056	O07251	Uniprot/SPTREMBL	NONE	100	100	-
Rv0327c	CCP43057	CCP43057	P9WPN1	Uniprot/SWISSPROT	NONE	100	100	-
Rv0328	CCP43058	CCP43058	O07252	Uniprot/SPTREMBL	NONE	100	100	-
Rv0329c	CCP43059	CCP43059	O07253	Uniprot/SPTREMBL	NONE	100	100	-
Rv0330c	CCP43060	CCP43060	O07254	Uniprot/SPTREMBL	NONE	100	100	-
Rv0331	CCP43061	CCP43061	O07255	Uniprot/SPTREMBL	NONE	100	100	-
Rv0332	CCP43062	CCP43062	O07256	Uniprot/SPTREMBL	NONE	100	100	-
Rv0333	CCP43063	CCP43063	O33273	Uniprot/SPTREMBL	NONE	100	100	-
Rv0334	CCP43064	CCP43064	P9WH13	Uniprot/SWISSPROT	NONE	100	100	-
Rv0335c	CCP43065	CCP43065	L7N648	Uniprot/SPTREMBL	NONE	100	100	-
Rv0336	CCP43066	CCP43066	O33266	Uniprot/SPTREMBL	NONE	100	100	-
Rv0337c	CCP43067	CCP43067	P9WQ91	Uniprot/SWISSPROT	NONE	100	100	-
Rv0338c	CCP43068	CCP43068	O33268	Uniprot/SPTREMBL	NONE	100	100	-
Rv0339c	CCP43069	CCP43069	O33269	Uniprot/SPTREMBL	NONE	100	100	-
Rv0340	CCP43070	CCP43070	O33270	Uniprot/SPTREMBL	NONE	100	100	-
Rv0341	CCP43071	CCP43071	P9WJ97	Uniprot/SWISSPROT	NONE	100	100	-
Rv0342	CCP43072	CCP43072	P9WJ99	Uniprot/SWISSPROT	NONE	100	100	-
Rv0343	CCP43073	CCP43073	P9WJ95	Uniprot/SWISSPROT	NONE	100	100	-
Rv0344c	CCP43074	CCP43074	O06295	Uniprot/SPTREMBL	NONE	100	100	-
Rv0345	CCP43075	CCP43075	O06296	Uniprot/SPTREMBL	NONE	100	100	-
Rv0346c	CCP43076	CCP43076	P9WQM7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0347	CCP43077	CCP43077	O06298	Uniprot/SPTREMBL	NONE	100	100	-
Rv0348	CCP43078	CCP43078	O06299	Uniprot/SPTREMBL	NONE	100	100	-
Rv0349	CCP43079	CCP43079	O06300	Uniprot/SPTREMBL	NONE	100	100	-
Rv0350	CCP43080	CCP43080	P9WMJ9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0351	CCP43081	CCP43081	P9WMT5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0352	CCP43082	CCP43082	P9WNV9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0353	CCP43083	CCP43083	O06302	Uniprot/SPTREMBL	NONE	100	100	-
Rv0354c	CCP43084	CCP43084	L0T545	Uniprot/SPTREMBL	NONE	100	100	-
Rv0355c	CCP43085	CCP43085	I6Y7L4	Uniprot/SPTREMBL	NONE	100	100	-
Rv0356c	CCP43086	CCP43086	O06307	Uniprot/SPTREMBL	NONE	100	100	-
Rv0357c	CCP43087	CCP43087	P9WHN3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0358	CCP43088	CCP43088	O06308	Uniprot/SPTREMBL	NONE	100	100	-
Rv0359	CCP43089	CCP43089	L0T550	Uniprot/SWISSPROT	NONE	100	100	-
Rv0360c	CCP43090	CCP43090	O06310	Uniprot/SPTREMBL	NONE	100	100	-
Rv0361	CCP43091	CCP43091	O06311	Uniprot/SPTREMBL	NONE	100	100	-
Rv0362	CCP43092	CCP43092	O06312	Uniprot/SPTREMBL	NONE	100	100	-
Rv0363c	CCP43093	CCP43093	P9WQA3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0364	CCP43094	CCP43094	P9WP09	Uniprot/SWISSPROT	NONE	100	100	-
Rv0365c	CCP43095	CCP43095	O06315	Uniprot/SPTREMBL	NONE	100	100	-
Rv0366c	CCP43096	CCP43096	O53701	Uniprot/SPTREMBL	NONE	100	100	-
Rv0367c	CCP43097	CCP43097	O53702	Uniprot/SPTREMBL	NONE	100	100	-
Rv0368c	CCP43098	CCP43098	O53703	Uniprot/SPTREMBL	NONE	100	100	-
Rv0369c	CCP43099	CCP43099	O53704	Uniprot/SPTREMBL	NONE	100	100	-
Rv0370c	CCP43100	CCP43100	O53705	Uniprot/SPTREMBL	NONE	100	100	-
Rv0371c	CCP43101	CCP43101	I6WY86	Uniprot/SPTREMBL	NONE	100	100	-
Rv0372c	CCP43102	CCP43102	O53707	Uniprot/SPTREMBL	NONE	100	100	-
Rv0373c	CCP43103	CCP43103	O53708	Uniprot/SPTREMBL	NONE	100	100	-
Rv0374c	CCP43104	CCP43104	O53709	Uniprot/SPTREMBL	NONE	100	100	-
Rv0375c	CCP43105	CCP43105	I6Y7N2	Uniprot/SPTREMBL	NONE	100	100	-
Rv0376c	CCP43106	CCP43106	O53711	Uniprot/SPTREMBL	NONE	100	100	-
Rv0377	CCP43107	CCP43107	P9WMF7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0378	CCP43108	CCP43108	O53713	Uniprot/SPTREMBL	NONE	100	100	-
Rv0379	CCP43109	CCP43109	Q6MX43	Uniprot/SWISSPROT	NONE	100	100	-
Rv0380c	CCP43110	CCP43110	O53715	Uniprot/SPTREMBL	NONE	100	100	-
Rv0381c	CCP43111	CCP43111	O53716	Uniprot/SPTREMBL	NONE	100	100	-
Rv0382c	CCP43112	CCP43112	P9WHK9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0383c	CCP43113	CCP43113	O53718	Uniprot/SPTREMBL	NONE	100	100	-
Rv0384c	CCP43114	CCP43114	P9WPD1	Uniprot/SWISSPROT	NONE	100	100	-
Rv0385	CCP43115	CCP43115	Q7ARS9	Uniprot/SPTREMBL	NONE	100	100	-
Rv0386	CCP43116	CCP43116	O53720	Uniprot/SPTREMBL	NONE	100	100	-
Rv0387c	CCP43117	CCP43117	L0T6I4	Uniprot/SPTREMBL	NONE	100	100	-
Rv0388c	CCP43118	CCP43118	L0T6B3	Uniprot/SPTREMBL	NONE	100	100	-
Rv0389	CCP43119	CCP43119	P95197	Uniprot/SPTREMBL	NONE	100	100	-
Rv0390	CCP43120	CCP43120	P95198	Uniprot/SPTREMBL	NONE	100	100	-
Rv0391	CCP43121	CCP43121	P9WGB5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0392c	CCP43122	CCP43122	P95200	Uniprot/SPTREMBL	NONE	100	100	-
Rv0393	CCP43123	CCP43123	P95201	Uniprot/SPTREMBL	NONE	100	100	-
Rv0394c	CCP43124	CCP43124	P95202	Uniprot/SPTREMBL	NONE	100	100	-
Rv0395	CCP43125	CCP43125	P95203	Uniprot/SPTREMBL	NONE	100	100	-
Rv0396	CCP43126	CCP43126	P95204	Uniprot/SPTREMBL	NONE	100	100	-
Rv0397	CCP43127	CCP43127	P95205	Uniprot/SPTREMBL	NONE	100	100	-
Rv0397A	CCP43128	CCP43128	I6Y3N9	Uniprot/SPTREMBL	NONE	100	100	-
Rv0398c	CCP43129	CCP43129	P95206	Uniprot/SPTREMBL	NONE	100	100	-
Rv0399c	CCP43130	CCP43130	P95207	Uniprot/SPTREMBL	NONE	100	100	-
Rv0400c	CCP43131	CCP43131	P95208	Uniprot/SPTREMBL	NONE	100	100	-
Rv0401	CCP43132	CCP43132	P95210	Uniprot/SPTREMBL	NONE	100	100	-
Rv0402c	CCP43133	CCP43133	P9WJV9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0403c	CCP43134	CCP43134	P9WJT5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0404	CCP43135	CCP43135	P9WQ57	Uniprot/SWISSPROT	NONE	100	100	-
Rv0405	CCP43136	CCP43136	O86335	Uniprot/SPTREMBL	NONE	100	100	-
Rv0406c	CCP43137	CCP43137	O86336	Uniprot/SPTREMBL	NONE	100	100	-
Rv0407	CCP43138	CCP43138	P9WNE1	Uniprot/SWISSPROT	NONE	100	100	-
Rv0408	CCP43139	CCP43139	P9WHP1	Uniprot/SWISSPROT	NONE	100	100	-
Rv0409	CCP43140	CCP43140	P9WQH1	Uniprot/SWISSPROT	NONE	100	100	-
Rv0410c	CCP43141	CCP43141	P9WI73	Uniprot/SWISSPROT	NONE	100	100	-
Rv0411c	CCP43142	CCP43142	P96257	Uniprot/SPTREMBL	NONE	100	100	-
Rv0412c	CCP43143	CCP43143	P96258	Uniprot/SPTREMBL	NONE	100	100	-
Rv0413	CCP43144	CCP43144	P9WIX9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0414c	CCP43145	CCP43145	P9WG75	Uniprot/SWISSPROT	NONE	100	100	-
Rv0415	CCP43146	CCP43146	P96261	Uniprot/SPTREMBL	NONE	100	100	-
Rv0416	CCP43147	CCP43147	P96262	Uniprot/SPTREMBL	NONE	100	100	-
Rv0417	CCP43148	CCP43148	P9WG73	Uniprot/SWISSPROT	NONE	100	100	-
Rv0418	CCP43149	CCP43149	P96264	Uniprot/SWISSPROT	NONE	100	100	-
Rv0419	CCP43150	CCP43150	P96265	Uniprot/SPTREMBL	NONE	100	100	-
Rv0420c	CCP43151	CCP43151	P96266	Uniprot/SPTREMBL	NONE	100	100	-
Rv0421c	CCP43152	CCP43152	P96267	Uniprot/SPTREMBL	NONE	100	100	-
Rv0422c	CCP43153	CCP43153	P9WG77	Uniprot/SWISSPROT	NONE	100	100	-
Rv0423c	CCP43154	CCP43154	P9WG79	Uniprot/SWISSPROT	NONE	100	100	-
Rv0424c	CCP43155	CCP43155	P96270	Uniprot/SPTREMBL	NONE	100	100	-
Rv0425c	CCP43156	CCP43156	P96271	Uniprot/SPTREMBL	NONE	100	100	-
Rv0426c	CCP43157	CCP43157	P96272	Uniprot/SPTREMBL	NONE	100	100	-
Rv0427c	CCP43158	CCP43158	P96273	Uniprot/SPTREMBL	NONE	100	100	-
Rv0428c	CCP43159	CCP43159	P96274	Uniprot/SPTREMBL	NONE	100	100	-
Rv0429c	CCP43160	CCP43160	P9WIJ3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0430	CCP43161	CCP43161	P96276	Uniprot/SPTREMBL	NONE	100	100	-
Rv0431	CCP43162	CCP43162	P96277	Uniprot/SPTREMBL	NONE	100	100	-
Rv0432	CCP43163	CCP43163	P9WGE9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0433	CCP43164	CCP43164	P9WPK9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0434	CCP43165	CCP43165	P96280	Uniprot/SPTREMBL	NONE	100	100	-
Rv0435c	CCP43166	CCP43166	P96281	Uniprot/SPTREMBL	NONE	100	100	-
Rv0436c	CCP43167	CCP43167	P9WPG1	Uniprot/SWISSPROT	NONE	100	100	-
Rv0437c	CCP43168	CCP43168	P9WHQ5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0438c	CCP43169	CCP43169	P9WJQ5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0439c	CCP43170	CCP43170	O53726	Uniprot/SPTREMBL	NONE	100	100	-
Rv0440	CCP43171	CCP43171	P9WPE7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0441c	CCP43172	CCP43172	P9WKW3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0442c	CCP43173	CCP43173	P9WI41	Uniprot/SWISSPROT	NONE	100	100	-
Rv0443	CCP43174	CCP43174	O53728	Uniprot/SPTREMBL	NONE	100	100	-
Rv0444c	CCP43175	CCP43175	P9WGX5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0445c	CCP43176	CCP43176	P9WGH7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0446c	CCP43177	CCP43177	O53731	Uniprot/SPTREMBL	NONE	100	100	-
Rv0447c	CCP43178	CCP43178	O53732	Uniprot/SWISSPROT	NONE	100	100	-
Rv0448c	CCP43179	CCP43179	O53733	Uniprot/SPTREMBL	NONE	100	100	-
Rv0449c	CCP43180	CCP43180	O53734	Uniprot/SPTREMBL	NONE	100	100	-
Rv0450c	CCP43181	CCP43181	P9WJV3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0451c	CCP43182	CCP43182	P9WJS9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0452	CCP43183	CCP43183	O53737	Uniprot/SPTREMBL	NONE	100	100	-
Rv0453	CCP43184	CCP43184	P9WI39	Uniprot/SWISSPROT	NONE	100	100	-
Rv0454	CCP43185	CCP43185	O86364	Uniprot/SPTREMBL	NONE	100	100	-
Rv0455c	CCP43186	CCP43186	O53740	Uniprot/SPTREMBL	NONE	100	100	-
Rv0456c	CCP43187	CCP43187	O07179	Uniprot/SPTREMBL	NONE	100	100	-
Rv0456A	CCP43188	CCP43188	Q6MX40	Uniprot/SWISSPROT	NONE	100	100	-
Rv0456B	CCP43189	CCP43189	P0CL57	Uniprot/SWISSPROT	NONE	100	100	-
Rv0457c	CCP43190	CCP43190	O07178	Uniprot/SPTREMBL	NONE	100	100	-
Rv0458	CCP43191	CCP43191	P9WNY1	Uniprot/SWISSPROT	NONE	100	100	-
Rv0459	CCP43192	CCP43192	O53744	Uniprot/SPTREMBL	NONE	100	100	-
Rv0460	CCP43193	CCP43193	O53745	Uniprot/SPTREMBL	NONE	100	100	-
Rv0461	CCP43194	CCP43194	I6X961	Uniprot/SPTREMBL	NONE	100	100	-
Rv0462	CCP43195	CCP43195	P9WHH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0463	CCP43196	CCP43196	O53748	Uniprot/SPTREMBL	NONE	100	100	-
Rv0464c	CCP43197	CCP43197	O53749	Uniprot/SPTREMBL	NONE	100	100	-
Rv0465c	CCP43198	CCP43198	P9WMI1	Uniprot/SWISSPROT	NONE	100	100	-
Rv0466	CCP43199	CCP43199	O53751	Uniprot/SPTREMBL	NONE	100	100	-
Rv0467	CCP43200	CCP43200	P9WKK7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0468	CCP43201	CCP43201	P9WNP7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0469	CCP43202	CCP43202	Q6MX39	Uniprot/SWISSPROT	NONE	100	100	-
Rv0470c	CCP43203	CCP43203	P9WPB3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0470A	CCP43204	CCP43204	L7N651	Uniprot/SPTREMBL	NONE	100	100	-
Rv0471c	CCP43205	CCP43205	O53756	Uniprot/SPTREMBL	NONE	100	100	-
Rv0472c	CCP43206	CCP43206	P9WMD9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0473	CCP43207	CCP43207	I6Y3V3	Uniprot/SPTREMBL	NONE	100	100	-
Rv0474	CCP43208	CCP43208	P9WMH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0475	CCP43209	CCP43209	P9WIP9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0476	CCP43210	CCP43210	P9WKW1	Uniprot/SWISSPROT	NONE	100	100	-
Rv0477	CCP43211	CCP43211	P9WKV9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0478	CCP43212	CCP43212	P9WP03	Uniprot/SWISSPROT	NONE	100	100	-
Rv0479c	CCP43213	CCP43213	P9WKV7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0480c	CCP43214	CCP43214	P9WJ01	Uniprot/SWISSPROT	NONE	100	100	-
Rv0481c	CCP43215	CCP43215	P9WKV5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0482	CCP43216	CCP43216	P9WJL9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0483	CCP43217	CCP43217	P9WKV3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0484c	CCP43218	CCP43218	P9WGR5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0485	CCP43219	CCP43219	P9WKV1	Uniprot/SWISSPROT	NONE	100	100	-
Rv0486	CCP43220	CCP43220	P9WMY7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0487	CCP43221	CCP43221	P9WKU9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0488	CCP43222	CCP43222	P9WK33	Uniprot/SWISSPROT	NONE	100	100	-
Rv0489	CCP43223	CCP43223	P9WIC9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0490	CCP43224	CCP43224	P9WGK5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0491	CCP43225	CCP43225	P9WGL9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0492c	CCP43226	CCP43226	P9WMV7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0492A	CCP43227	CCP43227	Q6MX36	Uniprot/SPTREMBL	NONE	100	100	-
Rv0493c	CCP43228	CCP43228	P9WKU7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0494	CCP43229	CCP43229	P9WMG7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0495c	CCP43230	CCP43230	P9WKU5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0496	CCP43231	CCP43231	P9WHV5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0497	CCP43232	CCP43232	P9WKU3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0498	CCP43233	CCP43233	P9WKU1	Uniprot/SWISSPROT	NONE	100	100	-
Rv0499	CCP43234	CCP43234	P9WKT9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0500	CCP43235	CCP43235	P9WHU7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0500A	CCP43236	CCP43236	P9WKT7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0500B	CCP43237	CCP43237	P9WKT5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0501	CCP43238	CCP43238	P9WKT3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0502	CCP43239	CCP43239	P9WKT1	Uniprot/SWISSPROT	NONE	100	100	-
Rv0503c	CCP43240	CCP43240	P9WPB5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0504c	CCP43241	CCP43241	P9WFK3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0505c	CCP43242	CCP43242	P9WGJ3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0506	CCP43243	CCP43243	P9WJT3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0507	CCP43244	CCP43244	P9WJV7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0508	CCP43245	CCP43245	P9WKS9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0509	CCP43246	CCP43246	P9WMP7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0510	CCP43247	CCP43247	P9WMP3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0511	CCP43248	CCP43248	Q6MX34	Uniprot/SPTREMBL	NONE	100	100	-
Rv0512	CCP43249	CCP43249	P9WMP5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0513	CCP43250	CCP43250	O33358	Uniprot/SPTREMBL	NONE	100	100	-
Rv0514	CCP43251	CCP43251	O33359	Uniprot/SPTREMBL	NONE	100	100	-
Rv0515	CCP43252	CCP43252	O33360	Uniprot/SPTREMBL	NONE	100	100	-
Rv0516c	CCP43253	CCP43253	O33361	Uniprot/SPTREMBL	NONE	100	100	-
Rv0517	CCP43254	CCP43254	O33362	Uniprot/SPTREMBL	NONE	100	100	-
Rv0518	CCP43255	CCP43255	O33363	Uniprot/SPTREMBL	NONE	100	100	-
Rv0519c	CCP43256	CCP43256	O33364	Uniprot/SPTREMBL	NONE	100	100	-
Rv0520	CCP43257	CCP43257	O33365	Uniprot/SPTREMBL	NONE	100	100	-
Rv0521	CCP43258	CCP43258	L7N6C0	Uniprot/SPTREMBL	NONE	100	100	-
Rv0522	CCP43259	CCP43259	L7N6B9	Uniprot/SPTREMBL	NONE	100	100	-
Rv0523c	CCP43260	CCP43260	O06389	Uniprot/SPTREMBL	NONE	100	100	-
Rv0524	CCP43261	CCP43261	P9WMN9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0525	CCP43262	CCP43262	O06391	Uniprot/SWISSPROT	NONE	100	100	-
Rv0526	CCP43263	CCP43263	O06392	Uniprot/SPTREMBL	NONE	100	100	-
Rv0527	CCP43264	CCP43264	L7N671	Uniprot/SPTREMBL	NONE	100	100	-
Rv0528	CCP43265	CCP43265	O06394	Uniprot/SPTREMBL	NONE	100	100	-
Rv0529	CCP43266	CCP43266	O06393	Uniprot/SPTREMBL	NONE	100	100	-
Rv0530	CCP43267	CCP43267	O06396	Uniprot/SPTREMBL	NONE	100	100	-
Rv0530A	CCP43268	CCP43268	V5QPR5	Uniprot/SPTREMBL	NONE	100	100	-
Rv0531	CCP43269	CCP43269	O06397	Uniprot/SPTREMBL	NONE	100	100	-
Rv0532	CCP43270	CCP43270	L0T3X8	Uniprot/SPTREMBL	NONE	100	100	-
Rv0533c	CCP43271	CCP43271	P9WNG3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0534c	CCP43272	CCP43272	P9WIP3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0535	CCP43273	CCP43273	O06401	Uniprot/SWISSPROT	NONE	100	100	-
Rv0536	CCP43274	CCP43274	L7N670	Uniprot/SPTREMBL	NONE	100	100	-
Rv0537c	CCP43275	CCP43275	O06403	Uniprot/SPTREMBL	NONE	100	100	-
Rv0538	CCP43276	CCP43276	O06404	Uniprot/SPTREMBL	NONE	100	100	-
Rv0539	CCP43277	CCP43277	P9WMY1	Uniprot/SWISSPROT	NONE	100	100	-
Rv0540	CCP43278	CCP43278	O06406	Uniprot/SPTREMBL	NONE	100	100	-
Rv0541c	CCP43279	CCP43279	O06407	Uniprot/SPTREMBL	NONE	100	100	-
Rv0542c	CCP43280	CCP43280	P9WQ39	Uniprot/SWISSPROT	NONE	100	100	-
Rv0543c	CCP43281	CCP43281	O06409	Uniprot/SPTREMBL	NONE	100	100	-
Rv0544c	CCP43282	CCP43282	O06410	Uniprot/SPTREMBL	NONE	100	100	-
Rv0545c	CCP43283	CCP43283	P9WIA7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0546c	CCP43284	CCP43284	O06412	Uniprot/SPTREMBL	NONE	100	100	-
Rv0547c	CCP43285	CCP43285	O06413	Uniprot/SPTREMBL	NONE	100	100	-
Rv0548c	CCP43286	CCP43286	P9WNP5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0549c	CCP43287	CCP43287	P9WFB7	Uniprot/SWISSPROT	NONE	100	100	-
Rv0550c	CCP43288	CCP43288	P9WJ59	Uniprot/SWISSPROT	NONE	100	100	-
Rv0551c	CCP43289	CCP43289	O06417	Uniprot/SPTREMBL	NONE	100	100	-
Rv0552	CCP43290	CCP43290	O06418	Uniprot/SPTREMBL	NONE	100	100	-
Rv0553	CCP43291	CCP43291	P9WJP3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0554	CCP43292	CCP43292	P9WNH1	Uniprot/SWISSPROT	NONE	100	100	-
Rv0555	CCP43293	CCP43293	P9WK11	Uniprot/SWISSPROT	NONE	100	100	-
Rv0556	CCP43294	CCP43294	O06422	Uniprot/SPTREMBL	NONE	100	100	-
Rv0557	CCP43295	CCP43295	P9WMY5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0558	CCP43296	CCP43296	P9WFR3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0559c	CCP43297	CCP43297	P9WKL3	Uniprot/SWISSPROT	NONE	100	100	-
Rv0560c	CCP43298	CCP43298	P9WKL5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0561c	CCP43299	CCP43299	P9WNY9	Uniprot/SWISSPROT	NONE	100	100	-
Rv0562	CCP43300	CCP43300	O06428	Uniprot/SPTREMBL	NONE	100	100	-
Rv0563	CCP43301	CCP43301	P9WHS5	Uniprot/SWISSPROT	NONE	100	100	-
Rv0564c	CCP43302	CCP43302	P9WN75	Uniprot/SWISSPROT	NONE	100	100	-
Rv0565c	CCP43303	CCP43303	O53762	Uniprot/SPTREMBL	NONE	100	100	-
